"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116"
"z.76",0,0,0,0,0,0,0,1.05211013194384e-294,5.36653076327378e-228,4.45270645161992e-179,6.00969633029051e-148,1.31940769231098e-134,2.84059427587096e-136,2.84059427587083e-136,1.31940769836331e-134,4.74543412038738e-134,6.05236288255498e-143,4.36908826693075e-98,1.29463029517145e-53,6.24020322645564e-27,4.89271279392793e-18,1.36035666335673e-18,4.85822127545968e-23,3.31408542558374e-18,9.27981237577298e-14,3.33761416834338e-13,4.25681857471916e-22,8.83145322016963e-49,2.98051900910539e-93,3.13172952429394e-58,4.22680983669023e-27,9.27981233320522e-14,3.31408542558329e-18,1.92524598063366e-40,1.81931027864588e-80,2.79656773166101e-138,6.99265227448911e-214,2.23718347101985e-162,1.14112710787616e-95,9.46813548546205e-47,1.2778883966391e-15,0.028055590295677,1.00194507783672e-06,5.82058241175826e-29,5.50202891362898e-69,4.55423448685818e-108,6.05236288260001e-143,2.83588569265774e-136,1.00677471372398e-97,4.8527203791871e-71,3.80483875652349e-62,1.05788710137625e-62,3.77801628159666e-67,2.67000693940872e-37,1.28696091695763e-10,0.100905850581723,1.28696091695716e-10,2.67000693940678e-37,9.01067765772484e-82,2.07399115331813e-129,3.18805252913587e-187,7.97153686522464e-263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.77",0,0,0,0,0,0,0,0,6.20950704437094e-300,5.1521389324866e-251,6.95370125386261e-220,1.52666065307418e-206,3.2867956868769e-208,3.28679568687676e-208,1.52666066007722e-206,5.49084835231017e-206,1.0344761833453e-190,1.88441877263974e-128,5.58383233022441e-84,2.69144393214121e-57,2.11026174678072e-48,5.86731482015997e-49,3.09525141836947e-29,5.32811272809731e-07,0.0149193156132968,0.0536594029669466,6.84376119398528e-11,1.41984808076254e-37,4.7916703429685e-82,5.0349359767656e-47,6.79551562438959e-16,0.0149193155448599,5.32811272809659e-07,3.09525141836848e-29,2.92493674942129e-69,2.32210954770964e-122,9.9946676895257e-176,5.89114560167028e-172,3.00491489839533e-105,2.49323157638791e-56,3.36504658862603e-25,7.38784143158791e-12,2.63840974081141e-16,1.03858627986794e-22,1.68943155778749e-40,4.47029974668694e-76,1.92411359677847e-129,2.40022761908608e-193,7.11225552499956e-149,3.42815397105948e-122,2.68788886917116e-113,7.47333368530722e-114,2.37276975474302e-91,7.03089390802461e-47,3.38893713621094e-20,2.65714039790543e-11,3.38893713620971e-20,7.03089390801949e-47,2.37276975474043e-91,1.30256280370392e-153,1.16318334926863e-233,5.63140952373395e-314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.78",0,0,0,0,0,0,0,0,0,0,2.2986994682572e-307,5.04671383384708e-294,1.08652287779795e-295,1.0865228777979e-295,5.04671385699716e-294,1.81512114583945e-293,1.27470522439257e-236,2.32202393162834e-174,6.88052596866157e-130,3.31645879982036e-103,3.97566488519235e-85,1.50249739311512e-49,9.37884602646755e-32,2.44729192171097e-11,6.85269917513071e-07,0.000489829570701805,6.24732371640527e-13,1.29610755507309e-39,4.37407368935253e-84,4.59613859201784e-49,6.20328277420939e-18,0.000136190891520078,4.86376483141649e-09,3.74916618010783e-31,1.50249739311471e-49,3.97566488259204e-85,1.71121206413602e-138,4.43200842458408e-197,2.26064827545033e-130,1.87570026241659e-81,2.53158143520696e-50,4.73766693062975e-24,2.91250382417197e-06,2.91250382417197e-06,4.73766693062661e-24,1.25360457381318e-59,5.39578494092097e-113,3.7778674541111e-184,1.43544008367162e-215,6.91891567416248e-189,5.42486614787831e-180,9.95023168209104e-179,1.78507479761406e-116,5.28946034263329e-72,2.54955469676564e-45,1.99901163968472e-36,2.54955469676471e-45,5.28946034262944e-72,1.78507479761211e-116,9.79940016747729e-179,8.7506555356846e-259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48747147703665e-298,8.17445160087428e-236,5.86291396838084e-188,8.37031830967835e-117,1.94467893590362e-63,7.34939970527919e-28,4.51807926990702e-10,4.51807926990662e-10,4.980005832778e-12,0.00390463857788579,4.98000583277708e-12,1.03318212360611e-38,3.48675904672127e-83,3.66377636817434e-48,4.94489893597253e-17,0.00108563516944077,3.92229334988978e-08,4.51807926990662e-10,7.34939970527719e-28,1.94467893590362e-63,8.37031830967568e-117,5.86049174844551e-188,4.85888347768167e-171,4.32296003875801e-112,1.0043547946819e-58,3.79569331253287e-23,2.33342095381698e-05,2.33342095381698e-05,3.7956933125308e-23,1.0043547946819e-58,4.32296003834936e-112,3.02672738315538e-183,3.44717564012694e-272,3.98949956171162e-271,3.12801920684262e-262,2.10621634873744e-219,3.83671822580171e-157,1.13688059057031e-112,5.47983926826688e-86,4.29653950737495e-77,5.47983926826488e-86,1.13688059056949e-112,3.83671822579753e-157,2.10621634873438e-219,1.88080631838782e-299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32749385227696e-271,8.1898295898307e-182,1.16972232896771e-110,2.71761991580347e-57,1.02705257096777e-21,0.000631385571077459,0.000631385571077402,1.02706396976678e-21,8.93737737234152e-18,1.13987992886374e-26,2.36486382768487e-53,1.61169376499231e-88,1.8804197764435e-58,2.53690274399527e-27,5.56968085046842e-14,0.000631385571077462,0.000631385571077402,1.02705257096749e-21,2.71761991580347e-57,1.16972232896734e-110,8.18982958982734e-182,6.92791516727998e-198,9.89487873401313e-127,2.29888058439791e-73,8.68801115573354e-38,5.34099717984229e-20,5.34099717984229e-20,8.6880111557288e-38,2.29888058439791e-73,9.89487873400053e-127,6.92791516727431e-198,2.30691061430088e-220,6.45960946115826e-216,2.94225139811332e-229,2.25846556223151e-235,2.35608877827948e-213,6.98105411772308e-169,3.36491402927414e-142,2.63830476733473e-133,3.36491402927291e-142,6.981054117718e-169,2.35594993800631e-213,1.29332934664421e-275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7239894669773e-280,3.26977852914086e-191,4.67010078093008e-120,1.08500612297154e-66,4.10049367696156e-31,2.52079846262234e-13,2.52079846262211e-13,4.10049367696044e-31,5.84442806001179e-48,7.45402813795486e-57,1.54645775117441e-83,2.39855179173398e-56,1.15611774924639e-29,6.1836632648747e-16,0.0135758161971837,4.84831334692314e-07,2.52079846262211e-13,4.10049367696044e-31,1.08500612297154e-66,4.67010078092859e-120,3.26977852913952e-191,4.53037844483726e-228,6.47056787625935e-157,1.50330926336966e-103,5.68135976236186e-68,3.49264358948469e-50,3.49264358948469e-50,5.68135976235876e-68,1.50330926336966e-103,6.47056787625111e-157,7.43434945340244e-169,1.27973616982199e-146,3.58340536435296e-142,1.63218527477105e-155,1.2528617495485e-161,7.70202863592648e-144,7.7148259976233e-144,3.58340538079069e-142,1.28882180862506e-141,1.64377316781957e-150,3.41027121108373e-177,1.15089041179984e-221,6.31796253536597e-284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24770729589289e-305,3.72961906507728e-216,5.32687359500329e-145,1.23759437707957e-91,4.67716062648532e-56,2.87530727895632e-38,2.87530727895605e-38,4.67716062648404e-56,1.24851321965276e-91,1.39259751234401e-102,3.44162378699961e-84,1.01980782877688e-39,4.9155408514945e-13,0.000385409396784027,9.45417996361554e-07,3.37635531977569e-11,1.9614490768851e-33,4.67716062648404e-56,1.23759437707957e-91,5.32687359500159e-145,3.72961906507576e-216,8.46387166172981e-274,1.20886271974875e-202,2.80855492051668e-149,1.06141905093039e-113,6.52512532043526e-96,6.52512532043526e-96,1.06141905092981e-113,2.80855492051668e-149,1.11341191029856e-150,1.17824421169432e-110,2.02820938676555e-88,5.67921464435725e-84,2.58679372615656e-97,1.98561705191723e-103,1.2206677551902e-85,1.22269596457675e-85,5.67921467040884e-84,2.04260889999311e-83,2.60515897518841e-92,5.4048203409758e-119,1.82400622206028e-163,1.00131244893618e-225,8.00268328219438e-290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21538334500437e-256,1.7358859806709e-185,4.03298987786143e-132,1.52416185893309e-96,9.36985927419624e-79,9.36985927419539e-79,1.52416185893267e-96,4.03298987786143e-132,2.29497720416102e-145,4.18056809419823e-83,1.23876877167768e-38,5.97094700679097e-12,0.00468159894026113,5.9709470067899e-12,6.71751288700521e-31,3.90239320544729e-53,3.68919012319826e-93,4.03298987786143e-132,1.73588598067035e-185,1.21538334500388e-256,0,6.45229533534471e-264,1.4990639976453e-210,5.66531590335384e-175,3.48278054900515e-157,3.48278054900515e-157,5.66531590335075e-175,7.7494243188227e-166,5.04139669396198e-108,5.3349496431404e-68,9.18349085592293e-46,2.57148083899028e-41,1.17126943033242e-54,8.99063782991671e-61,5.52703840197985e-43,5.53622189283476e-43,2.57148085078613e-41,9.24869013905312e-41,1.17958499664679e-49,2.44723836222907e-76,8.25888336758395e-121,1.43920818809877e-168,2.21229068247503e-226,5.53170205659152e-302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13152655667953e-312,1.61611650724264e-241,3.75472904771965e-188,1.41900053768473e-152,8.72337492910483e-135,8.72337492910404e-135,1.41900053768434e-152,3.75472904771965e-188,7.96439789880885e-160,1.45080777642982e-97,4.2989740309279e-53,2.07213377581978e-26,1.62468353477665e-17,2.0721337758194e-26,4.29897403092672e-53,2.21816602405865e-88,2.09611254108177e-128,3.25960389243424e-186,1.61611650724213e-241,1.13152655667459e-312,0,0,2.28591508325213e-287,8.63901147329734e-252,5.31087438637279e-234,5.31087438637279e-234,2.50659233408943e-214,1.00246014856351e-138,6.52151575507544e-81,6.90125381165584e-41,1.18796999996494e-18,3.32644975655951e-14,1.51514600160301e-27,1.16302266644088e-33,7.14973849619667e-16,7.16161819619502e-16,3.32644977181854e-14,1.19640413395528e-13,1.52590296044271e-22,3.16573055345064e-49,1.20285229239521e-80,1.13666594360457e-120,1.74723538742855e-178,4.3688587863033e-254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29859770760059e-313,9.98694685979952e-260,3.77430242869084e-224,2.32027080377445e-206,2.32027080377424e-206,3.77430242868982e-224,9.98694686050466e-260,7.89641906067088e-190,1.43842463984419e-127,4.26228082906621e-83,2.05444741103284e-56,1.61081630960291e-47,2.05444741103246e-56,4.26228082906466e-83,1.43842463984701e-127,3.40392736406171e-179,5.23237489435686e-237,1.73818417827512e-312,0,0,0,0,0,0,3.76789385854325e-296,9.26369075306452e-203,3.70482295117086e-127,2.41017673175815e-69,2.55051769887471e-29,4.39041744200941e-07,0.0122936631662397,5.59957190234179e-16,1.73803096718162e-21,0.000264235095165992,0.000264674136910145,0.012293663222633,0.0442158773164678,5.63932672769058e-11,4.67198743928451e-26,2.71408967602124e-48,2.56474824226279e-88,3.94242381760463e-146,9.85779767213978e-222,4.00953964068684e-315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86809477990101e-311,1.76317523727715e-293,1.76317523727699e-293,2.86809477990052e-311,1.99733627167775e-315,2.23671213111368e-235,4.07443148205838e-173,1.20731880658012e-128,5.8193561051987e-102,4.56274211513098e-93,5.81935610519764e-102,1.20731880657968e-128,4.07443148205616e-173,2.23671213126998e-235,2.42754453998385e-303,0,0,0,0,0,0,0,3.9783379061561e-300,9.78108552348473e-207,3.91174436849413e-131,2.54478969219054e-73,2.69296896958724e-33,4.63563061729873e-11,1.29802876662443e-06,3.90030829015485e-18,8.43318679467433e-05,1.8435065944983e-06,1.84355295080414e-06,8.562989710616e-05,0.000307979888215684,8.43318683395432e-05,3.01173131997995e-09,1.7495999269595e-31,1.65332906166559e-71,2.54142834124633e-129,6.35469131308921e-205,2.5846936183235e-298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81005872106924e-296,3.29723263664993e-234,9.77022435995445e-190,4.70931244244549e-163,3.69239789179781e-154,4.70931244244463e-163,9.77022435995089e-190,3.29723263664813e-234,1.81005872106792e-296,0,0,0,0,0,0,0,0,1.20008545374839e-319,2.95048037223073e-226,1.17998405726179e-150,7.67639953687702e-93,8.12338473957314e-53,1.39834552273487e-30,3.91552490704712e-26,7.07428351246786e-17,0.00155313406384513,3.34379112470614e-05,3.34379112470554e-05,0.0015531340709695,0.00558606367316008,0.0015531439515182,5.54671961579421e-08,3.22224634391456e-30,3.04494384238905e-70,4.68056042682459e-128,1.17034646234192e-203,1.76088483921967e-284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62315634667922e-311,2.25886238690573e-266,1.08878653677886e-239,8.53677296240818e-231,1.08878653677867e-239,2.25886238690491e-266,7.62315634667477e-311,0,0,0,0,0,0,0,0,0,0,2.54273481539892e-261,1.01691459202854e-185,6.61554929937453e-128,7.00076278784939e-88,1.20509930453356e-65,3.65020080037472e-61,3.72222268589429e-31,8.17200899072079e-18,1.75937749163396e-19,1.75937749163364e-19,8.17200902820654e-18,1.47511785101427e-15,0.031740407577377,1.13354040337496e-06,6.58505688669357e-29,6.22271740855169e-69,9.5653011685183e-127,1.06813831001275e-166,1.28735122389027e-215,2.52385633432373e-282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43472210425371e-323,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26054404219042e-312,2.50377607290459e-236,1.6288343362104e-178,1.72367891047101e-138,2.96711132657286e-116,4.14568638960079e-92,5.59531973481993e-61,1.22843276820017e-47,2.64473150336848e-49,2.64473150336801e-49,1.22843278366597e-47,1.32684478943612e-24,2.91304106808373e-11,1.04032997664371e-15,6.04357114817844e-38,6.61075711399245e-69,3.0110967948426e-82,2.2309829628603e-113,2.68884527480554e-162,5.27149005873226e-229,1.68112107543276e-313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76120194517618e-302,1.14575190343423e-244,1.21246731400343e-204,2.08733502935757e-182,1.7804167385634e-137,2.40297986323245e-106,5.27565777331741e-93,1.13581293785626e-94,1.13581293785606e-94,2.57767663302374e-80,3.47901977605398e-49,7.63806555597787e-36,8.47875003894372e-33,8.49283769450649e-33,3.94477855527126e-31,1.7967851290832e-44,1.33127470952488e-75,1.60449083285905e-124,3.14560958713224e-191,1.14619482854154e-275,1.30299818574987e-289,1.43034334420571e-276,5.10816367875268e-281,2.96747679314978e-303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43661199173802e-286,2.63280755767592e-247,2.18448746779878e-198,2.94834309457217e-167,6.47298356648016e-154,1.39358896980083e-155,1.3935889698006e-155,2.67982898910762e-117,6.22156977040352e-64,2.35127774527693e-28,1.44545944767376e-10,1.44786116133185e-10,6.72506865864923e-09,3.06316392380953e-22,2.26956055951852e-53,2.73534011148274e-102,5.36264333989082e-169,5.54943855568319e-192,5.05536548219591e-205,5.5494385556837e-192,1.98186264734604e-196,1.15132007959577e-218,1.08796926516955e-258,1.67238088741067e-316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88131291682493e-324,7.65737846287638e-275,1.03349546501618e-243,2.26900294385592e-230,4.8850077287044e-232,9.13193653255053e-182,1.30427989394239e-110,3.03023796996919e-57,1.14519829634886e-21,0.000704016231277853,0.000705185994567238,0.0327546891735121,1.49192502418331e-15,1.1053976466379e-46,1.33225725539957e-95,2.19677190811646e-127,6.15120868303612e-123,5.60355930387922e-136,6.15120868303668e-123,2.19677190811586e-127,1.276166949053e-149,1.20594649776485e-189,1.85373056006091e-247,4.94065645841247e-323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27270197086973e-322,1.44721287208003e-279,1.27069789487625e-190,1.81488965637731e-119,4.21653938974374e-66,1.59352954239152e-30,9.79630048735807e-13,9.81257760168126e-13,4.5577752792904e-11,2.075995579673e-24,1.53814742095193e-55,4.04130450128221e-96,6.9566322544393e-74,1.94793535778989e-69,1.77450837062338e-82,1.94793535779007e-69,6.9566322544374e-74,4.04130448274144e-96,3.81893371473062e-136,5.87030531368024e-194,1.4678351372965e-269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75326672493896e-304,5.0515470509422e-215,7.21493324922144e-144,1.67624792685409e-90,6.33493570180277e-55,3.89443258201642e-37,3.90090340479725e-37,1.81190323552074e-35,8.25293674488029e-49,6.114768978177e-80,3.65627049948557e-58,6.29384135649334e-36,1.76234644382849e-31,1.60544265701928e-44,1.76234644382865e-31,6.29384135649162e-36,3.65627049948324e-58,3.45508603478934e-98,5.31101386520843e-156,1.32798761724619e-231,4.29784255328975e-282,2.49673832703285e-304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73732114975338e-255,8.19439841050203e-184,1.90380740513472e-130,7.19493656453257e-95,4.42312230169646e-77,4.43047157272618e-77,2.05787863591625e-75,9.37331634378163e-89,8.93055147330307e-76,9.45056405749779e-36,1.62680389527082e-13,4.55523407287506e-09,4.14967619954128e-22,4.55523407287547e-09,1.62680389527038e-13,9.45056405749178e-36,8.93055147329414e-76,1.37276705184896e-133,7.07913283813364e-193,2.52816006641401e-197,1.46867970532289e-219,1.38786633542481e-259,2.1333700240204e-317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86164378349028e-310,2.65891527808398e-239,6.17746702375919e-186,2.33461027862186e-150,1.43521304135543e-132,1.43759773002258e-132,6.67739676712291e-131,1.0137221238919e-126,6.59478066205718e-69,6.97878482400905e-29,1.20131605551603e-06,0.0336382021476995,3.06433532535388e-15,0.0336382021477026,1.2013160555157e-06,6.9787848240046e-29,6.59478066205058e-69,1.01372212394609e-126,1.18969816968672e-123,4.24875118529457e-128,2.46821976254839e-150,2.33240719842181e-190,3.58527887450578e-248,9.88131291682493e-324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46487323770209e-310,5.7266484829947e-257,2.16423533448795e-221,1.33047421450269e-203,1.33268487361032e-203,6.1900944113115e-202,2.13866946417581e-135,1.39131382185191e-77,1.47232793370042e-37,2.53444006419872e-15,7.09671753900965e-11,6.46488838890963e-24,7.09671753901029e-11,2.53444006419802e-15,1.47232793369948e-37,1.39131382185052e-77,2.60177482430567e-83,5.71210511843643e-70,2.03995551231913e-74,1.18506786833094e-96,1.11986009862413e-136,1.72140214483808e-194,4.30426429051749e-270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73188197567762e-308,3.5237023662291e-290,3.52955719952356e-290,5.90742229523649e-232,2.362552279113e-156,1.53696103855132e-98,1.62645596883115e-58,2.79975342157678e-36,7.83962481199489e-32,3.57277518640194e-45,4.27744988266257e-35,1.52759924509142e-39,8.8742561791771e-62,2.64425483899278e-76,3.56887856293784e-45,7.83534736211294e-32,2.79822582233092e-36,1.6255685432122e-58,1.53612244308487e-98,2.36126322520909e-156,5.90419909215094e-232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41109884445502e-303,2.31379950217276e-209,9.25356613099547e-134,6.01991783916748e-76,6.37044860331384e-36,1.09659810138755e-13,3.07059815274114e-09,1.39860958503315e-22,1.03625833657905e-53,2.63050729736334e-79,1.65302896289724e-101,1.03625833657989e-53,1.39860958503315e-22,3.07059815274142e-09,1.09659810138725e-13,6.37044860330979e-36,6.01991783916146e-76,9.25356613099547e-134,2.31379950216877e-209,9.41109884443533e-303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05367755858817e-295,2.5905567998028e-202,1.03604001299873e-126,6.73996994029306e-69,7.13242825560807e-29,1.22776397243267e-06,0.0343787735997686,1.56589953769749e-15,1.1602068708444e-46,1.39831491965643e-95,1.39831491965809e-95,1.16020687084534e-46,1.56589953769749e-15,0.0343787735997717,1.22776397243233e-06,7.13242825560353e-29,6.73996994028631e-69,1.03604001299873e-126,2.59055679979832e-202,1.05367755858596e-295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37037164281571e-304,8.28634823432861e-211,3.31395487373962e-135,2.15589706500266e-77,2.28143170946232e-37,3.9272174329141e-15,1.09966509878691e-10,5.00880307674524e-24,3.71112424804166e-55,4.47275441573506e-104,4.47275441574034e-104,3.7111242480447e-55,5.00880307674524e-24,1.09966509878701e-10,3.92721743291303e-15,2.28143170946087e-37,2.1558970650005e-77,3.31395487373962e-135,8.28634823431429e-211,3.37037164280866e-304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
